Id,SalePrice
2680,77695.73441362222
1414,118776.79348232568
289,133327.78283573827
40,239596.77485338284
860,126931.48345326426
409,133747.7954231048
673,148497.59764364632
2427,176523.76830616558
2036,197772.71704219183
2564,142001.19844258603
642,158642.24038132373
1008,173764.18140494515
1908,141088.9492403629
2519,206415.18135260174
1369,87397.0061923951
2855,170743.2538943698
712,91064.15638925586
1943,107315.22908453007
1958,126119.1895739126
107,161033.34679449312
2295,174217.10747149578
704,89904.193223379
676,131285.82063534454
259,183463.5010690133
93,290349.88525994006
106,252271.0487048337
2315,174803.6500290393
1050,114221.45161419542
1095,202954.90480745948
2709,146179.8600778854
758,123696.26359729053
1496,155137.3021067697
2370,111811.03721946885
2458,269966.46454163507
2733,134502.4446614665
161,243502.34564641127
726,146812.53961334378
845,204098.27350058866
947,257763.3870893939
2232,97313.06052129796
2563,143969.89615345036
2299,136991.24001395344
211,87449.40843041461
605,151200.07578093495
1478,197193.10071634728
2247,285754.6742423259
2274,175948.95290793327
2869,226910.1178088317
967,215531.33152779675
2656,116719.24909174825
667,186195.50358768625
1042,104848.87150935405
2023,140088.79039280472
2447,404100.1841997347
2055,134582.6052994686
2275,279876.47699580377
2204,179375.43181513733
1563,286398.8122091595
483,201183.8755104017
796,128599.8368975456
1526,163783.71397558379
2042,124100.11414095167
442,352285.3360313966
1693,323761.56449124246
1468,223598.9823143357
1430,203891.0295054564
2605,143266.37061622887
1529,203046.82194525437
335,131624.04983684246
1287,121279.52523007344
31,96082.14201696317
1785,292366.7601592651
82,147861.18658645058
2620,130530.55069233214
252,182404.39405449832
721,71603.00640462103
2165,174804.6323729676
2316,181854.84270478587
775,140254.2256505611
1558,81709.30757267211
17,229008.8537849315
1022,233231.5789996794
925,133100.4626189268
438,268325.27418794436
1270,122108.86912634091
1272,126815.30800369108
215,136020.54672016064
266,220066.334701971
2402,277537.05423688394
1250,126790.58718327021
1984,112491.25303354564
1279,146208.9834294269
377,255395.52131240547
1252,115301.38566063893
2156,264719.18022381054
499,323614.7242948948
1374,126521.16749616848
2898,273767.96588127315
401,119212.50996299676
2721,151555.28213344963
2078,251269.88324599128
2589,122769.03039859326
1946,233029.88288129435
1334,123059.8275159756
2781,221296.54684567696
431,410154.8354783477
576,204533.08584974427
1474,207156.54230512993
2254,145865.8768997318
2155,289058.19627379783
885,106354.6816948439
643,138454.61797876708
1944,133884.8440428052
480,194770.24461443996
2845,97735.59442818987
2387,309943.258910023
2407,190227.75327235105
2527,160404.37078340148
2514,156360.65178250804
629,128777.44453306362
80,199021.13352287127
1876,141506.12809634654
1546,121240.8978513324
2518,168842.07765773166
2347,151799.8278613008
783,221430.80927356932
1322,59858.93734548104
194,80397.12140171911
1770,287023.3499147459
2143,138913.96197907385
1229,213107.48243957164
511,290611.79327666067
46,208875.6258826496
1348,138839.12738314542
2465,195108.5508595057
387,245980.13889566658
873,216507.05015278046
1918,125847.646804654
2764,238623.46916526515
2184,121644.42611941668
934,138285.0307665892
1920,130818.97638140428
2631,153905.7572907274
1768,779691.2998628411
2040,116620.00402706797
1749,213344.14076366718
834,252128.4447639336
1457,227062.04843534084
79,119642.8428301862
2302,130689.64606784943
1817,145193.5737227922
2755,223973.60929910626
359,177926.38491877983
2059,115593.02690791759
2092,234434.8246539463
2516,228791.6523515914
150,113440.28538338639
1656,117868.56344779817
83,92643.37142552443
2411,179260.38179978883
795,84981.74088515346
2312,219700.3514502105
2917,94393.4478639582
1624,184196.50177486287
2215,329226.73159667273
1211,148792.26205718447
1485,152205.07928593174
1024,174147.493025772
570,190355.34704221884
2874,135875.86972543932
700,144862.18717426565
2756,199580.3749631911
2022,167561.00815172776
583,233517.02416087987
2392,376277.51108194055
2424,178479.78345890858
212,102859.77202335121
736,120922.814074934
1610,180082.05343309074
890,116034.72420453822
467,191725.33118758185
578,227584.1248913102
1747,201420.53904605718
1149,153285.1450499702
2758,246813.13570956246
857,135116.5410373103
2219,266665.2104378421
733,101899.33326721056
2909,103208.68001455531
1798,262578.8357936263
235,131308.69520945937
2366,119364.63059971927
1027,132097.9624340599
1195,141557.1764308726
1303,62688.64253558977
148,173557.02074119306
608,155341.04034621324
2515,207812.75045018218
821,255627.50181602334
2500,273248.05205457093
745,113556.95776749098
741,125090.70756631394
1611,99273.88839008985
2532,133742.55775876093
1081,227789.8306391302
1692,478964.33302624006
2520,176292.99136461166
276,105609.41955708907
1992,118917.4454475857
663,62187.28727953374
418,127070.2324291106
1733,186622.638144004
2359,149920.96113654456
253,181968.07506129594
1518,169851.05565994323
2035,129198.12871372998
2919,79028.75468461394
1540,261096.0559254263
2120,151719.14572574792
1674,170931.73501624394
256,150617.28426912893
2361,107567.35651766826
978,87271.9809827462
2280,135193.1773686668
2095,213848.03645766104
1709,347222.9649605242
2801,249239.98712609522
1246,115736.36457385572
2373,99651.11915210195
1055,283640.95986425644
2017,127160.38432593134
1099,267282.8611435278
1344,94260.86186502095
835,203968.58417195466
1117,206882.87073404563
2043,89515.63863006038
2085,125609.23032727269
410,145040.8160533186
2650,105521.47036287477
2867,176260.8152481796
1668,122082.14599712928
1161,161952.2801723225
2122,178883.07408907876
2539,145208.5879911367
1047,137447.28643995835
1445,124107.16694010457
541,121507.88853808302
569,205424.9072244012
1276,122533.17340582362
918,147907.10131394488
326,161779.3806040914
1936,127774.45588299003
895,103858.32829763286
257,148535.1529882143
1241,172517.05501579712
1545,119566.38890506649
1189,175454.38404884282
270,141133.5760667677
2066,189195.57608394028
693,112026.53852000077
1259,129106.13322422655
2916,141508.8791025171
2321,275663.0174547649
1977,86546.40685797007
1895,149215.02910758136
1240,160104.3634704112
85,154157.8601575506
1823,122353.5168366709
825,299732.46787668474
110,236102.52429546264
697,112862.46260441406
2297,115840.386653482
1231,132941.8242317695
1355,133676.01717290943
968,340260.4973352011
584,225896.15224093507
1315,115038.85611868973
1606,136150.03835953175
206,92765.87143701178
1685,364150.02375667036
2016,134359.66711927924
869,201550.02280173806
2135,131937.46607137672
2346,170550.26318032364
2430,222626.08086278613
2198,102226.9299676445
2652,114687.01409441073
27,122784.46227222917
241,167532.8550189637
906,125631.22277660995
1506,107178.81641497048
2098,386967.65994945547
1435,227631.40036230057
2213,139226.32468351917
1274,137006.94259489677
743,52854.50815484076
1737,196369.4573184119
2797,281598.045589236
2185,76932.23443672102
58,176543.8099550709
830,195751.02032651808
808,122867.95992853082
680,151798.54460122937
1153,108394.1469180855
1291,131865.85023807976
1818,143229.22451547382
2161,179504.6817462195
1883,123576.25128227987
350,383323.44561920426
2473,131695.6509352238
295,194512.53710344312
293,182866.75078717025
859,125595.1635552345
288,78196.55568036812
1578,147665.88669339014
102,178607.02361856133
2831,130439.85823760812
1030,153238.71422728687
2551,144650.8276398149
1286,135556.54779166987
958,321362.3865798946
776,134332.93098423662
72,233336.5095078522
2263,249141.28774046066
1866,163940.89595351942
2876,77579.7126503984
2146,247009.2021585866
103,174874.13814396504
1500,131827.3390115206
492,170325.497663356
167,138520.438551104
2597,126182.50134468335
2685,112126.85432593343
1035,147919.14593654373
1220,78846.11326638774
2602,146200.0559984734
2159,205426.68574494167
695,123408.65626533503
1109,259961.86500731757
640,168934.9444907008
1652,150115.1596915454
2090,167815.56050292958
1188,169401.3702004552
2345,252143.31746304038
1059,478611.31605242594
2751,232285.6113576602
128,205936.6891676256
1523,172325.3143106222
2925,179015.82595607164
2145,299024.7297378974
1121,221903.7146260512
566,250731.63756406604
565,227669.10937511758
1331,140811.05757561288
2928,128663.65834037456
156,138310.2813805497
797,146043.7267604174
327,94943.98566340862
2859,141711.72099731688
1453,123356.91661500587
1762,359285.49730527203
1868,195669.62852121436
1760,177420.9785728129
1113,243318.98042342707
1812,200355.69451893726
117,153101.8469224535
1142,208706.45898245837
2342,428772.57276081387
927,136941.81018924384
2478,177088.9316177686
655,91780.01983610376
2064,121690.62735037034
369,284295.56919982145
2239,113691.19773470597
2732,232636.844622126
1653,163959.09210825924
959,203363.5161316808
2395,351698.4753719126
1412,100894.28002031111
271,260228.24218428126
1484,145319.4553530218
1497,151729.65074029096
552,148929.90983737475
2,119606.50482250919
1855,307496.2685126881
4,274923.9333950438
2292,156725.39427140978
134,138572.8450500054
646,107935.30741434822
42,310565.84830251837
532,233718.31644955295
713,97823.93985834667
2561,140688.65860426068
2360,134229.8825581259
1333,132198.5552897061
1407,210074.62577640312
2892,302141.1805651665
574,208009.69844487525
1227,186894.81616218406
2591,208187.53892055392
1476,212887.8646495693
1125,255717.49792949614
1446,133041.25379060782
408,106100.87678381265
1101,281624.06839668035
2251,192084.03900146185
373,185853.30802449983
2554,119539.90712132164
2382,257966.9386028865
1985,86695.67319401346
519,233609.83829156146
1093,184959.00735126212
864,244698.20548356572
2889,150505.05862572623
2308,179746.1687175074
986,165991.21186839452
1302,139915.45071169658
585,157545.35588437013
2708,148043.94999220333
147,133947.99046616658
1441,222655.90324922322
383,189888.37717365698
285,147429.55035184327
181,106594.39961470575
358,179553.67899029952
780,170448.55466946083
258,195031.72092037072
1865,231201.29335415462
692,118686.3084266277
2902,351949.1745624046
508,256370.1134233123
2638,133131.98358422794
36,139459.67720404943
611,168453.3193119332
2281,139528.77343965365
1678,114955.9362074036
1696,523474.47655005485
1557,71322.47270175989
2180,152404.47795682822
1726,209035.53667332607
951,152283.73523326282
267,222158.99266373468
2706,142648.52641282248
2221,261839.04176930743
1357,165111.35915598908
2901,321723.71007228893
347,180957.2852299652
2164,189149.15553301535
1586,327866.3123682127
360,160166.80898577342
1769,250545.61034072516
2617,176682.485355912
1879,149148.32568128992
991,216001.71464687455
1535,126635.72970829299
1191,140252.00942245743
1579,202977.412605406
1882,141354.6395152558
1510,124766.25588568892
2196,146891.58948435506
1845,182201.2794740421
2336,398462.1657369901
942,88249.60223386825
861,129339.47460464455
2555,115723.63848608072
1392,162389.9796558829
2099,239752.9838489384
1543,121269.95585986858
948,280308.63797004306
1239,167760.41354545663
22,194110.11319745815
2796,236943.7947254386
2747,177369.4953208611
92,287429.2488626238
210,173637.6497145567
1858,205342.37166790655
2228,164613.83894822127
447,213580.97090196572
827,239158.8517925204
1649,230621.14193087455
682,130052.02002081704
2698,102388.81100312612
494,163277.18680202903
214,81615.2864235108
2441,227440.56853925512
2679,98130.6688052089
1336,121757.67224670105
465,179851.10784837152
1524,141562.11149986513
2543,116975.05943338409
631,136272.8434434787
2452,309806.5285334699
228,158673.37781514478
126,168507.71864025478
1092,212060.62022110206
1122,204338.74534055774
932,237996.94822461787
1980,75826.26463056872
2171,107945.01709298324
551,148263.45740564924
2768,177272.61149686956
2056,118043.32072691745
1159,389094.7798877352
2645,113581.67776890165
1174,172163.29749176907
2266,219093.35360118735
2462,441378.2965660709
1219,147172.7003870994
2922,184413.6976857944
118,142575.22210806084
474,169755.9681203392
2576,151354.4064842076
872,297545.9798119512
1077,209164.42577954198
1536,134451.47841282317
1150,117853.74160697953
2341,332893.6999175014
1931,144337.01023229724
2785,135164.03370018816
2538,131175.1668970788
597,209536.91442260245
464,188428.30269045164
233,231079.1333507435
2169,147127.44103010354
2123,166718.64790023994
1867,167879.59806581534
137,278584.6443664929
515,242170.8986809697
933,109677.78432415237
2784,162649.18851174123
972,155043.33258999692
599,146525.51963834802
2614,132289.05893650014
2582,146687.56492444943
1409,139870.98111853187
175,91580.14439233334
352,226311.5247756968
976,91903.98681607381
2134,190602.04545550156
984,120697.47071816893
2396,399884.44667040085
1673,150407.56298633834
404,112723.11926377458
607,158322.64804510953
814,145935.67909471755
868,189528.5238108683
2271,183448.14582851497
1633,241707.9525359058
337,182314.1626197327
2765,163163.93899722156
1746,262371.2348366745
368,310347.7976605444
2806,207537.90137157234
1662,196004.00084361888
1234,216045.73824932333
1373,133402.01735455982
1672,114360.54296701927
1939,126697.64124838213
